Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,City,State,Postal Code,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
ORD-2021-106849,12/15/2021,12/17/21,Same Day,CUST-01490,James Smith,Consumer,South,Miami,Florida,,Office Supplies,Labels,OFF-LAB-6630,Address Labels,232.78,3,0.2,78.72
ORD-2023-107379,02/05/22,02/10/22,Same Day,CUST-01184,Wei Wilson,Home Office,Central,Houston,Texas,91412,TECHNOLOGY,Machines,TEC-MAC-0091,Laser Printer,13495.28,10,0.15,2134.27
ORD-2023-100035,2022-04-08,04/13/2022,Second Class,CUST-02633,Ahmed Patel,Corporate,Central,Detroit,Michigan,82350,Office Supplies,Labels,OFF-LAB-6675,Round Labels,1152.9,10,0.0,365.42
ORD-2022-108497,09/28/2023,30-09-2023,Same Day,CUST-02832,Fatima Johnson,Home Office,South,Miami,Florida,75128,Furniture,Bookcases,FUR-BOO-3078,5-Shelf Bookcase,4605.38,7,0.2,325.84
ORD-2021-108397,12/28/2021,2021-12-29,Standard Class,CUST-01130,Priya Lopez,Home Office,south,Atlanta,Georgia,21473,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,1526.98,12,0.2,-49.24
ORD-2022-103286,2021-05-11,05/13/2021,Standard Class,CUST-00017,Carlos Anderson,Consumer,Central,Dallas,Texas,15695,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",280.42,3,0.1,82.42
ORD-2021-102127,18-09-2022,09/22/2022,Standard Class,CUST-04966,David Williams,Home Office,East,Newark,New Jersey,89222,OFFICE SUPPLIES,Storage,OFF-STO-4246,Metal Storage Cabinet,149.19,3,0.0,40.73
ORD-2021-105328,04/21/23,04/28/23,Standard Class,CUST-00198,William Chen,Corporate,East,New York,New York,94471,Office Supplies,Binders,OFF-BIN-2071,View Binder,86.09,1,0.0,30.79
ORD-2021-103060,11/14/2023,11/16/2023,Second Class,CUST-00005,Linda Davis,Home Office,central,Dallas,Texas,84708,Technology,Machines,TEC-MAC-0091,Laser Printer,298.04,2,0.1,-11.78
ORD-2021-108406,08/18/22,2022-08-25,Second Class,CUST-02214,Linda Anderson,Home Office,South,Atlanta,Georgia,27328,Office Supplies,Art,OFF-ART-9210,Round Pencils,912.99,11,0.3,335.43
ORD-2021-109210,04/16/2021,2021-04-17,Same Day,CUST-01931,Linda Smith,Corporate,Central,Dallas,Texas,90429,Office Supplies,Art,OFF-ART-6965,Sketch Pad,1189.54,11,0.0,131.35
ORD-2022-101369,06-11-2023,2023-11-10,Second Class,CUST-00217,Michael Martinez,Home Office,West,San Diego,California,96987,Office Supplies,Binders,OFF-BIN-2071,View Binder,67.12,1,0.3,11.24
ORD-2021-108598,2023-12-01,12/02/23,Same Day,CUST-04565,Elizabeth Khan,Home Office,Central,Chicago,Illinois,14701,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,130.14,2,0.1,22.97
ORD-2021-103918,02/08/21,2021-02-15,Second Class,CUST-01243,James Garcia,Home Office,South,Orlando,Florida,20518,Furniture,Tables,FUR-TAB-3903,Glass Top Coffee Table,3460.0,5,0.2,261.59
ORD-2021-100735,2021-05-10,05/12/2021,Same Day,CUST-04914,Michael Anderson,Consumer,West,San Diego,California,86854,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,7395.41,6,0.2,749.45
ORD-2021-109177,08/18/2023,23-08-2023,Second Class,CUST-00217,Michael Martinez,Consumer,West,San Diego,California,70994,Office Supplies,Art,OFF-ART-9210,Round Pencils,325.92,5,0.2,94.86
ORD-2022-108317,30-06-2021,07/05/21,Same Day,CUST-04720,Elizabeth Smith,Home Office,Central,Detroit,Michigan,23604,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,331.38,7,0.5,101.16
ORD-2022-104375,09/20/2022,2022-09-25,First Class,CUST-00644,Robert Thomas,Home Office,Central,Chicago,Illinois,51150,Furniture,Furnishings,FUR-FUR-5711,Filing Cabinet,3876.62,5,0.1,-284.55
ORD-2022-101261,2021-08-14,08/19/2021,Same Day,CUST-04412,Robert Lopez,Home Office,Central,Houston,Texas,75341,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,491.05,10,0.15,83.7
ORD-2022-104879,06-03-2022,03/10/2022,First Class,CUST-01207,Maria Garcia,Home Office,central,Houston,Texas,58420,Technology,Machines,TEC-MAC-2383,Label Maker,3568.34,2,0.0,845.23
ORD-2021-105298,06/13/2021,18-06-2021,Same Day,CUST-04638,Jennifer Anderson,Home Office,West,Seattle,Washington,89914,Office Supplies,Art,OFF-ART-6965,Sketch Pad,76.1,2,0.2,25.65
ORD-2022-108218,17-06-2023,06/18/2023,Second Class,CUST-00352,Carlos Garcia,Consumer,West,Los Angeles,California,52394,Technology,Phones,TEC-PHO-0591,Smartphone X200,5128.12,4,0.15,435.83
ORD-2022-101606,07/31/2021,08/04/2021,First Class,CUST-01980,Maria Johnson,Corporate,Central,Houston,Texas,65569,Office Supplies,Paper,OFF-PAP-2839,Recycled Printer Paper,131.91,6,0.5,47.58
ORD-2022-105566,21-12-2021,2021-12-26,Standard Class,CUST-04688,Ahmed Smith,Consumer,South,Charlotte,North Carolina,16506,Furniture,Bookcases,FUR-BOO-3421,Corner Bookcase,3864.76,7,0.15,355.88
ORD-2023-103548,01/08/21,01/10/21,Standard Class,CUST-02326,Maria Kim,Consumer,South,Atlanta,Georgia,24663,Office Supplies,Art,OFF-ART-6965,Sketch Pad,417.53,4,0.1,105.47
ORD-2021-106483,2023-03-16,23-03-2023,Second Class,CUST-03586,Linda Khan,Consumer,Central,Chicago,Illinois,89673,Office Supplies,Binders,OFF-BIN-2071,View Binder,535.86,7,0.2,161.81
ORD-2021-108196,2023-01-17,2023-01-21,Same Day,CUST-00080,Robert Chen,Corporate,East,New York,New York,68468,OFFICE SUPPLIES,Paper,OFF-PAP-6773,Cardstock Paper,77.16,1,0.3,11.12
ORD-2021-105700,12/09/21,11-12-2021,Second Class,CUST-00010,James Johnson,Corporate,Central,Detroit,Michigan,63063,Technology,Machines,TEC-MAC-2383,Label Maker,205.65,5,0.1,11.67
ORD-2022-104417,2023-02-28,05-03-2023,Same Day,CUST-02045,James Anderson,Home Office,South,Miami,Florida,38402,Furniture,Tables,FUR-TAB-6045,Adjustable Height Desk,929.99,6,0.1,0.75
ORD-2023-103059,04/27/22,2022-04-29,Second Class,CUST-03883,David Davis,Consumer,Central,Detroit,Michigan,65106,Furniture,Tables,FUR-TAB-3651,Round Conference Table,278.85,2,0.15,-14.6
ORD-2023-100119,2023-12-31,2024-01-05,Same Day,CUST-00508,Wei Johnson,Corporate,East,New York,New York,23886,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,10420.01,11,0.15,1831.43
ORD-2023-103524,14-08-2021,08/18/2021,Standard Class,CUST-00594,Michael Wilson,Home Office,Central,Houston,Texas,78272,Office Supplies,Art,OFF-ART-6965,Sketch Pad,73.84,7,0.1,9.99
ORD-2022-104345,11/08/22,10-11-2022,Standard Class,CUST-00412,William Smith,Corporate,Central,Houston,Texas,62080,Office Supplies,Binders,OFF-BIN-2071,View Binder,219.31,3,0.2,76.22
ORD-2023-108603,2023-10-21,2023-10-23,First Class,CUST-04011,Michael Miller,Home Office,east,Boston,Massachusetts,,Technology,Copiers,TEC-COP-9024,Desktop Copier,669.11,2,0.1,196.77
ORD-2021-105205,17-11-2022,2022-11-20,First Class,CUST-03028,Carlos Brown,Consumer,West,Seattle,Washington,,FURNITURE,Tables,FUR-TAB-4507,Folding Utility Table,838.52,5,0.15,-86.3
ORD-2023-107493,2022-01-20,22-01-2022,First Class,CUST-03064,Fatima Wilson,Home Office,Central,Detroit,Michigan,80644,OFFICE SUPPLIES,Art,OFF-ART-6965,Sketch Pad,178.72,8,0.0,10.98
ORD-2021-101803,12/25/2021,12/30/21,Standard Class,CUST-01265,Robert Martinez,Consumer,South,Orlando,Florida,14045,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,12.36,1,0.5,2.74
ORD-2021-104002,06-12-2023,12/08/2023,Same Day,CUST-03942,Maria Thomas,Corporate,South,Orlando,Florida,14975,FURNITURE,Chairs,FUR-CHA-9419,Mesh Task Chair,7194.24,10,0.2,866.93
ORD-2021-107461,2021-05-15,05/17/21,Standard Class,CUST-02061,Fatima Anderson,Consumer,West,San Francisco,California,48562,Technology,Accessories,TEC-ACC-1689,USB Keyboard,15985.84,12,0.1,3180.83
ORD-2022-102389,12-09-2021,13-09-2021,Same Day,CUST-00266,James Miller,Home Office,West,Seattle,Washington,36934,Technology,Machines,TEC-MAC-0091,Laser Printer,13801.6,10,0.0,4105.19
ORD-2022-103742,2022-04-03,04/04/22,Standard Class,CUST-00079,Robert Patel,Consumer,West,Seattle,Washington,77941,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",25.37,1,0.2,3.76
ORD-2022-101618,05/28/2022,01-06-2022,Standard Class,CUST-04634,Linda Thomas,Consumer,East,Boston,Massachusetts,40858,Office Supplies,Labels,OFF-LAB-6675,Round Labels,1165.8,10,0.0,443.49
ORD-2022-108329,2022-02-22,02/23/2022,Second Class,CUST-02623,Robert Davis,Consumer,East,Philadelphia,Pennsylvania,87617,Technology,Machines,TEC-MAC-2383,Label Maker,2774.25,3,0.0,795.08
ORD-2022-100850,10-08-2021,08/14/2021,Standard Class,CUST-00641,Ahmed Kim,Home Office,South,Miami,Florida,63549,Furniture,Chairs,FUR-CHA-9419,Mesh Task Chair,3921.68,10,0.3,108.38
ORD-2021-102412,27-06-2021,06/28/21,First Class,CUST-02814,Michael Chen,Consumer,West,San Diego,California,52730,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,4254.42,8,0.15,949.05
ORD-2023-105138,2021-02-23,02/27/21,Standard Class,CUST-03198,Michael Kim,Home Office,Central,Houston,Texas,95863,TECHNOLOGY,Phones,TEC-PHO-0151,Cordless Phone,6836.81,10,0.15,871.31
ORD-2023-105603,2022-01-08,2022-01-15,Standard Class,CUST-00121,Elizabeth Davis,Consumer,South,Atlanta,Georgia,80061,Furniture,Tables,FUR-TAB-6045,Adjustable Height Desk,993.35,9,0.15,166.84
ORD-2023-102417,01/11/2022,01/14/22,Second Class,CUST-03966,James Williams,Corporate,East,Philadelphia,Pennsylvania,56175,Furniture,Furnishings,FUR-FUR-1186,Desk Lamp,4807.01,12,0.2,-669.62
ORD-2021-100033,02-02-2022,02/05/22,Second Class,CUST-00764,Jennifer Thomas,Consumer,Central,Chicago,Illinois,11607,Technology,Machines,TEC-MAC-2383,Label Maker,1491.33,1,0.15,289.46
ORD-2022-100733,12/13/2021,2021-12-20,Standard Class,CUST-04804,Elizabeth Lopez,Corporate,West,San Diego,California,10436,FURNITURE,Tables,FUR-TAB-3903,Glass Top Coffee Table,1405.36,2,0.0,350.15
ORD-2023-109698,02/06/2022,02/10/22,Standard Class,CUST-02847,Robert Khan,Consumer,East,New York,New York,14687,Furniture,Tables,FUR-TAB-6045,Adjustable Height Desk,6436.54,11,0.0,-622.69
ORD-2023-109140,05/12/23,05/15/2023,First Class,CUST-04578,Fatima Chen,Consumer,East,New York,New York,64814,Office Supplies,Art,OFF-ART-3836,Highlighter Set,470.96,10,0.2,145.43
ORD-2023-102498,05/22/2021,2021-05-25,Standard Class,CUST-00352,Carlos Garcia,Home Office,south,Charlotte,North Carolina,16840,Furniture,Tables,FUR-TAB-3651,Round Conference Table,2388.76,11,0.0,-13.74
ORD-2022-105680,15-12-2021,12/18/21,Same Day,CUST-03881,Robert Wilson,Corporate,West,Los Angeles,California,11677,Furniture,Tables,FUR-TAB-4507,Folding Utility Table,1380.74,7,0.2,250.47
ORD-2021-100096,04/01/2023,2023-04-08,First Class,CUST-01028,Linda Miller,Consumer,South,Orlando,Florida,57127,Technology,Phones,TEC-PHO-0151,Cordless Phone,2502.47,7,0.2,710.48
ORD-2023-103605,07/25/2023,2023-07-30,Same Day,CUST-00378,David Miller,Corporate,South,Charlotte,North Carolina,59438,Office Supplies,Labels,OFF-LAB-6675,Round Labels,895.21,9,0.1,285.31
ORD-2022-106391,04/17/23,2023-04-21,Same Day,CUST-03221,Wei Kim,Consumer,East,Boston,Massachusetts,72415,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,3435.95,10,0.15,-359.62
ORD-2022-102128,2022-02-03,02/04/2022,Standard Class,CUST-00863,Linda Wilson,Home Office,Central,Detroit,Michigan,18982,Office Supplies,Binders,OFF-BIN-2071,View Binder,650.58,6,0.0,153.1
ORD-2023-104700,06-08-2021,08/10/2021,First Class,CUST-02847,Robert Khan,Corporate,East,Philadelphia,Pennsylvania,95616,Technology,Machines,TEC-MAC-2383,Label Maker,5687.43,7,0.0,222.59
ORD-2022-100799,07/29/2021,2021-07-31,First Class,CUST-03740,Linda Chen,Corporate,Central,Chicago,Illinois,44302,Technology,Copiers,TEC-COP-4248,Office Copier Pro,10178.96,7,0.15,-453.26
ORD-2022-104339,06/25/2022,06/27/22,Second Class,CUST-03269,Patricia Thomas,Consumer,West,Los Angeles,California,67616,OFFICE SUPPLIES,Paper,OFF-PAP-0305,Multipurpose Copy Paper,35.76,12,0.0,12.89
ORD-2022-100031,21-01-2021,01/26/21,Standard Class,CUST-04966,David Williams,Consumer,South,Charlotte,North Carolina,97026,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,563.18,8,0.1,184.46
ORD-2022-108314,06/02/23,06/06/2023,Second Class,CUST-01028,Linda Miller,Home Office,West,San Francisco,California,37078,Furniture,Furnishings,FUR-FUR-7622,Wall Clock,2961.6,4,0.0,-418.62
ORD-2021-108763,2021-09-22,09/23/2021,Second Class,CUST-04313,Elizabeth Anderson,Corporate,West,Seattle,Washington,42867,Office Supplies,Art,OFF-ART-6965,Sketch Pad,820.44,9,0.0,215.65
ORD-2022-105278,01/18/2023,2023-01-23,Second Class,CUST-04526,Robert Williams,Consumer,East,Philadelphia,Pennsylvania,62700,Technology,Phones,TEC-PHO-0151,Cordless Phone,129.72,3,0.0,16.41
ORD-2022-101330,2022-04-01,05-04-2022,Standard Class,CUST-01031,Fatima Kim,Consumer,Central,Detroit,Michigan,49119,Technology,Machines,TEC-MAC-0091,Laser Printer,354.25,12,0.15,77.47
ORD-2021-101383,2021-02-14,21-02-2021,Second Class,CUST-02026,Sofia Davis,Home Office,South,Miami,Florida,73894,Furniture,Tables,FUR-TAB-3903,Glass Top Coffee Table,332.33,1,0.0,-43.44
ORD-2022-107915,07/30/2021,2021-07-31,Second Class,CUST-03543,Linda Williams,Corporate,East,Philadelphia,Pennsylvania,77778,Office Supplies,Art,OFF-ART-9210,Round Pencils,43.34,3,0.3,4.93
ORD-2022-101981,2022-10-05,12-10-2022,Standard Class,CUST-02645,Carlos Smith,Home Office,East,Newark,New Jersey,34307,Office Supplies,Storage,OFF-STO-0847,Plastic Storage Bin,160.14,6,0.5,33.04
ORD-2022-103016,11/26/2021,01-12-2021,Second Class,CUST-04778,Linda Brown,Home Office,Central,Houston,Texas,71837,Furniture,Chairs,FUR-CHA-9053,Stackable Conference Chair,5717.44,8,0.0,-453.18
ORD-2022-106715,24-09-2023,09/28/2023,Second Class,CUST-03676,David Smith,Consumer,Central,Dallas,Texas,88812,Technology,Copiers,TEC-COP-4248,Office Copier Pro,1609.45,1,0.0,410.38
ORD-2022-107072,2023-04-26,04/27/2023,Second Class,CUST-01542,Linda Martinez,Corporate,Central,Detroit,Michigan,65384,FURNITURE,Chairs,FUR-CHA-9053,Stackable Conference Chair,4167.9,11,0.0,902.98
ORD-2023-102894,06-05-2022,05/08/2022,First Class,CUST-03368,Ahmed Garcia,Corporate,East,Newark,New Jersey,52960,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,75.67,9,0.2,18.09
ORD-2022-107585,25-02-2023,2023-03-02,First Class,CUST-04633,Jennifer Garcia,Consumer,East,Boston,Massachusetts,50346,Technology,Accessories,TEC-ACC-3241,Wireless Mouse,1334.67,4,0.15,-37.34
ORD-2022-109130,07/12/23,07/15/23,Second Class,CUST-01894,Carlos Lopez,Corporate,East,Philadelphia,Pennsylvania,40399,Technology,Copiers,TEC-COP-4248,Office Copier Pro,13271.04,12,0.1,2197.82
ORD-2022-101825,02/11/2023,02/13/23,First Class,CUST-03751,Jennifer Davis,Home Office,West,San Francisco,California,79529,Office Supplies,Storage,OFF-STO-8893,"Storage Box, Letter Size",417.51,5,0.1,70.41
ORD-2021-108634,11/25/2021,2021-12-02,Second Class,CUST-04526,Robert Williams,Home Office,East,Philadelphia,Pennsylvania,17882,Furniture,Chairs,FUR-CHA-5660,Ergonomic Office Chair,1744.16,5,0.15,-130.54
ORD-2021-103132,2023-03-08,13-03-2023,Same Day,CUST-02853,Ahmed Lopez,Corporate,East,Philadelphia,Pennsylvania,25515,Technology,Copiers,TEC-COP-4248,Office Copier Pro,10940.28,12,0.0,1987.5
ORD-2021-101512,11/06/22,11/09/2022,Same Day,CUST-03099,Michael Williams,Home Office,South,Orlando,Florida,18760,Technology,Machines,TEC-MAC-2383,Label Maker,1970.04,6,0.0,-90.24
ORD-2023-108993,25-11-2023,28-11-2023,Standard Class,CUST-00594,Michael Wilson,Corporate,South,Atlanta,Georgia,76335,Furniture,Chairs,FUR-CHA-4944,Executive Leather Chair,4927.86,6,0.0,-349.67
ORD-2021-100039,07/21/2023,22-07-2023,Same Day,CUST-01894,Carlos Lopez,Corporate,East,Newark,New Jersey,81987,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,7629.3,9,0.0,1002.9
ORD-2023-107469,20-12-2021,12/22/2021,Standard Class,CUST-04016,Jennifer Khan,Corporate,Central,Houston,Texas,88507,Technology,Accessories,TEC-ACC-6995,Laptop Stand,13359.26,11,0.1,188.69
ORD-2022-101543,04/10/23,2023-04-17,Second Class,CUST-04385,Carlos Thomas,Home Office,South,Atlanta,Georgia,96705,Office Supplies,Binders,OFF-BIN-1314,3-Ring Binder,74.11,5,0.1,9.45
ORD-2023-109329,04/26/21,05/03/21,Same Day,CUST-02741,Wei Martinez,Consumer,West,San Francisco,California,35229,Furniture,Tables,FUR-TAB-3903,Glass Top Coffee Table,2526.58,5,0.3,406.36
ORD-2021-109396,08/22/2021,23-08-2021,Standard Class,CUST-01632,Priya Kim,Corporate,East,Boston,Massachusetts,22788,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,338.76,12,0.0,71.26
ORD-2022-107459,05/01/22,05/03/2022,Standard Class,CUST-00607,Fatima Martinez,Consumer,South,Charlotte,North Carolina,14501,Office Supplies,Art,OFF-ART-9210,Round Pencils,163.56,2,0.3,49.98
ORD-2022-106853,09/14/23,09/17/2023,Standard Class,CUST-03861,David Patel,Home Office,South,Orlando,Florida,48072,Office Supplies,Labels,OFF-LAB-1352,Shipping Labels,70.97,2,0.3,22.5
ORD-2022-102485,2023-02-15,02/18/23,Second Class,CUST-01558,Patricia Garcia,Consumer,Central,Chicago,Illinois,89119,Office Supplies,Labels,OFF-LAB-6630,Address Labels,739.03,11,0.1,289.12
ORD-2023-107598,02-01-2022,2022-01-06,First Class,CUST-00080,Robert Chen,Home Office,West,San Diego,California,19836,Office Supplies,Labels,OFF-LAB-6630,Address Labels,237.16,5,0.3,38.89
ORD-2023-102168,19-03-2021,03/21/21,Same Day,CUST-02912,William Davis,Consumer,West,San Diego,California,75251,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,3812.08,6,0.1,-43.93
ORD-2021-104080,06/02/2021,06/06/21,First Class,CUST-02419,Robert Kim,Consumer,West,San Diego,California,71546,Technology,Copiers,TEC-COP-9024,Desktop Copier,759.25,1,0.5,114.14
ORD-2023-101562,12/12/2022,2022-12-14,First Class,CUST-04493,Wei Davis,Home Office,Central,Dallas,Texas,78994,Furniture,Furnishings,FUR-FUR-4416,Task Chair Cushion,1541.23,6,0.2,-152.11
ORD-2022-104963,12/18/2021,12/22/2021,Same Day,CUST-01558,Patricia Garcia,Home Office,West,San Diego,California,96063,Office Supplies,Art,OFF-ART-6965,Sketch Pad,190.73,3,0.1,59.83
ORD-2022-107969,01/05/2022,01/12/2022,Second Class,CUST-03804,Jennifer Johnson,Consumer,South,Orlando,Florida,11057,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,3124.13,5,0.15,-122.11
ORD-2023-106605,2023-10-12,10/15/2023,First Class,CUST-01410,Michael Khan,Consumer,South,Charlotte,North Carolina,68371,Technology,Phones,TEC-PHO-5919,VoIP Desk Phone,2836.37,8,0.1,597.39
ORD-2022-101891,2023-07-06,13-07-2023,Standard Class,CUST-01031,Fatima Kim,Corporate,West,Seattle,Washington,88546,TECHNOLOGY,Machines,TEC-MAC-2383,Label Maker,5247.18,6,0.1,-174.04
ORD-2023-103011,2021-11-27,12/01/21,Second Class,CUST-01558,Patricia Garcia,Home Office,East,Philadelphia,Pennsylvania,70920,Technology,Accessories,TEC-ACC-6995,Laptop Stand,12370.05,10,0.1,653.83
ORD-2023-101175,10/07/21,2021-10-11,Standard Class,CUST-02623,Robert Davis,Corporate,South,Orlando,Florida,24575,OFFICE SUPPLIES,Storage,OFF-STO-0847,Plastic Storage Bin,293.64,4,0.0,95.73
ORD-2021-105457,12/27/2022,12/28/2022,Same Day,CUST-04593,Sofia Wilson,Corporate,Central,Detroit,Michigan,50749,Office Supplies,Art,OFF-ART-9210,Round Pencils,121.22,4,0.5,7.27
ORD-2023-103542,18-05-2021,2021-05-25,Second Class,CUST-00162,Patricia Johnson,Consumer,west,San Diego,California,14390,Office Supplies,Paper,OFF-PAP-6773,Cardstock Paper,234.64,5,0.15,22.52
ORD-2023-100029,12/28/23,01/01/24,Second Class,CUST-01916,Sofia Williams,Home Office,Central,Chicago,Illinois,45400,Technology,Copiers,TEC-COP-9024,Desktop Copier,10297.01,7,0.15,2471.77
ORD-2021-101833,06-05-2022,2022-05-09,Second Class,CUST-03804,Jennifer Johnson,Consumer,East,New York,New York,19485,Technology,Phones,TEC-PHO-0151,Cordless Phone,2808.04,7,0.1,35.45
ORD-2022-109568,13-04-2023,2023-04-16,Standard Class,CUST-03398,Elizabeth Brown,Corporate,South,Atlanta,Georgia,52961,Furniture,Bookcases,FUR-BOO-2204,Modular Bookcase Unit,2425.45,9,0.5,602.4
ORD-2021-104791,07/28/2023,07/29/23,Standard Class,CUST-01558,Patricia Garcia,Consumer,South,Miami,Florida,17419,Office Supplies,Paper,OFF-PAP-0305,Multipurpose Copy Paper,277.99,4,0.1,108.69
ORD-2022-100952,05/08/21,2021-05-09,Same Day,CUST-03691,Priya Chen,Home Office,South,Miami,Florida,73393,Technology,Copiers,TEC-COP-9024,Desktop Copier,1169.06,4,0.15,305.52
ORD-2021-103963,18-11-2023,11/25/23,Same Day,CUST-03269,Patricia Thomas,Corporate,West,San Diego,California,80207,Office Supplies,Binders,OFF-BIN-2071,View Binder,1038.53,12,0.1,380.89
